awards,corporations,draft,expansions,generations,map,milestones,players,scores,timestamp,wgt,country,colonies,rank,key 
"['LANDLORD', 'BANKER', 'SCIENTIST']","['THARSIS REPUBLIC', 'CREDICOR']",YES,"['CORPORATE', 'PRELUDE', 'COLONIES']",10,THARSIS,"['TERRAFORMER', 'MAYOR', 'BUILDER']",2,"['108', '83']",1587205766577,NO,FR,"['ENCELADUS', 'EUROPA', 'GANYMEDE', 'LUNA', 'TRITON']",0,-M5BpUoFgHdFmOLpxBl_
"['BANKER', 'SCIENTIST', 'THERMALIST']","['HELION', 'CHEUNG SHING MARS', 'POINT LUNA', 'VALLEY TRUST']",YES,"['CORPORATE', 'PRELUDE']",12,THARSIS,"['TERRAFORMER', 'MAYOR', 'BUILDER']",4,"['72', '71', '71', '63']",1587207809470,NO,,,0,-M5BxHZW8rAiMlpxRjjh
"['BANKER', 'SCIENTIST', 'THERMALIST']","['UNMI', 'PHOBOLOG']",YES,"['CORPORATE', 'PRELUDE']",12,THARSIS,"['TERRAFORMER', 'MAYOR', 'BUILDER']",2,"['100', '89']",1587211799387,NO,NL,,0,-M5CBVfJ_g88bl0GNHTI
"['CELEBRITY', 'ESTATE DEALER', 'BENEFACTOR']","['PRISTAR', 'APHRODITE']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",12,ELYSIUM,"['SPECIALIST', 'ECOLOGIST', 'LEGEND']",2,"['113', '78']",1587219346347,YES,JP,"['ENCELADUS', 'GANYMEDE', 'LUNA', 'MIRANDA', 'TITAN']",0,-M5CdI8bT2VspGMZMgiy
"['LANDLORD', 'SCIENTIST', 'MINER']","['MINING GUILD', 'POSEIDON']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",11,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",2,"['114', '88']",1587229715407,YES,SK,"['ENCELADUS', 'EUROPA', 'IO', 'LUNA', 'MIRANDA']",0,-M5DFqeK-NACnESuSNT9
"['SPACE BARON', 'EXCENTRIC', 'VENUPHILE']","['VITOR', 'SPLICE']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",11,HELLAS,"['DIVERSIFIER', 'RIM SETTLER', 'HOVERLORD']",2,"['120', '118']",1587235449264,NO,GB,"['CERES', 'GANYMEDE', 'LUNA', 'PLUTO', 'TRITON']",0,-M5DaiZdEVQomv9meoXK
"['CELEBRITY', 'DESERT SETTLER', 'VENUPHILE']","['VITOR', 'SPLICE']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",13,ELYSIUM,"['GENERALIST', 'ECOLOGIST', 'HOVERLORD']",2,"['125', '120']",1587235507219,NO,GB,"['ENCELADUS', 'LUNA', 'MIRANDA', 'PLUTO', 'TRITON']",0,-M5Dawi7_RQMyLhyt9KK
"['LANDLORD', 'SCIENTIST', 'MINER']","['VITOR', 'SPLICE']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",12,THARSIS,"['BUILDER', 'PLANNER', 'HOVERLORD']",2,"['120', '118']",1587235566626,NO,GB,"['ENCELADUS', 'EUROPA', 'GANYMEDE', 'MIRANDA', 'PLUTO']",0,-M5DbAAT_S70toSrjsYT
"['LANDLORD', 'SCIENTIST', 'THERMALIST']","['PHOBOLOG', 'ROBINSON INDUSTRIES']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",12,THARSIS,"['TERRAFORMER', 'PLANNER', 'HOVERLORD']",2,"['121', '90']",1587236346186,YES,JP,"['CALLISTO', 'GANYMEDE', 'PLUTO', 'TITAN', 'TRITON']",0,-M5De8VrFyPakCYh8O-6
"['LANDLORD', 'BANKER', 'SCIENTIST']","['ECOLINE', 'VITOR', 'ROBINSON INDUSTRIES', 'CHEUNG SHING MARS']",NO,"['CORPORATE', 'PRELUDE']",9,THARSIS,"['TERRAFORMER', 'MAYOR', 'GARDENER']",4,"['83', '72', '71', '61']",1587242323135,NO,,,1,-M5E-wksnbFf2qN56jj0
"['THERMALIST', 'MINER']","['ECOLINE', 'INVENTRIX', 'SATURN SYSTEMS', 'HELION']",NO,['CORPORATE'],10,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",4,"['74', '59', '55', '51']",1587243850194,NO,HU,,1,-M5E5lZWrT58cx6GB44a
"['CULTIVATOR', 'EXCENTRIC', 'CONTRACTOR']","['VITOR', 'VALLEY TRUST', 'ROBINSON INDUSTRIES']",YES,"['CORPORATE', 'PRELUDE', 'COLONIES']",9,HELLAS,"['POLAR EXPLORER', 'ENERGIZER', 'RIM SETTLER']",3,"['85', '79', '72']",1587248455173,NO,FR,"['CALLISTO', 'CERES', 'ENCELADUS', 'MIRANDA', 'TRITON']",2,-M5ENKoS6NDLDmk8sgN6
"['BANKER', 'SCIENTIST']","['INTERPLAN. CINEMATICS', 'THARSIS REPUBLIC', 'POINT LUNA', 'CHEUNG SHING MARS']",YES,"['CORPORATE', 'PRELUDE']",8,THARSIS,"['TERRAFORMER', 'MAYOR', 'BUILDER']",4,"['69', '62', '53', '52']",1587248506117,NO,,,0,-M5ENXGpVKRId4qKg3Ey
"['SCIENTIST', 'THERMALIST', 'MINER']","['MINING GUILD', 'PHOBOLOG', 'TERACTOR']",YES,"['CORPORATE', 'PRELUDE', 'COLONIES']",9,THARSIS,"['BUILDER', 'PLANNER']",3,"['111', '83', '76']",1587255739,NO,SE,"['ENCELADUS', 'GANYMEDE', 'IO', 'LUNA', 'PLUTO']",1,-M5Eo77FXv6R8gJO_GH5
"['BANKER', 'SCIENTIST', 'THERMALIST']","['THARSIS REPUBLIC', 'SATURN SYSTEMS', 'CREDICOR', 'HELION']",YES,['CORPORATE'],10,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",4,"['79', '69', '66', '61']",1587271717344,YES,BR,,2,-M5Fl42Q_8L_2SavtmJc
"['LANDLORD', 'SCIENTIST', 'MINER']","['MINING GUILD', 'VITOR', 'THORGATE']",NO,"['CORPORATE', 'PRELUDE']",10,THARSIS,"['TERRAFORMER', 'MAYOR', 'BUILDER']",3,"['80', '80', '70']",1587293280688,NO,,,0,-M5H2KZkLMfU50DbsRPR
"['LANDLORD', 'THERMALIST', 'MINER']","['ECOLINE', 'VITOR']",YES,"['CORPORATE', 'PRELUDE']",14,THARSIS,"['TERRAFORMER', 'GARDENER', 'BUILDER']",2,"['151', '109']",1587307522107,NO,,,1,-M5HteTYE73slKhDeNC6
"['SCIENTIST', 'THERMALIST', 'MINER']","['ARKLIGHT', 'VALLEY TRUST']",NO,"['CORPORATE', 'PRELUDE', 'COLONIES', 'TURMOIL']",11,THARSIS,"['TERRAFORMER', 'GARDENER', 'BUILDER']",2,"['111', '95']",1587308609827,NO,RS,"['CALLISTO', 'EUROPA', 'GANYMEDE', 'TITAN', 'TRITON']",1,-M5Hxo11z3wASV42qvoU
"['SCIENTIST', 'THERMALIST', 'MINER']","['ECOLINE', 'ARKLIGHT']",NO,['CORPORATE'],13,THARSIS,"['TERRAFORMER', 'GARDENER', 'BUILDER']",2,"['96', '84']",1587310888566,NO,FR,,1,-M5I5VBSM7FE9JysQdgU
"['LANDLORD', 'SCIENTIST']","['VITOR', 'ARKLIGHT', 'VIRON', 'HELION', 'CELESTIC']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",9,THARSIS,"['MAYOR', 'GARDENER', 'PLANNER']",5,"['101', '80', '77', '72', '69']",1587311439196,NO,JP,"['CERES', 'GANYMEDE', 'IO', 'LUNA', 'MIRANDA', 'PLUTO', 'TITAN']",0,-M5I7amSjDYjnZE99FLI
"['CULTIVATOR', 'EXCENTRIC']","['POSEIDON', 'STORMCRAFT', 'CREDICOR', 'TERACTOR']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",8,HELLAS,"['DIVERSIFIER', 'ENERGIZER', 'HOVERLORD']",4,"['93', '72', '68', '63']",1587311580948,NO,JP,"['CERES', 'EUROPA', 'MIRANDA', 'PLUTO', 'TITAN', 'TRITON']",0,-M5I88ONDkPOLuF4sCBy
"['CELEBRITY', 'DESERT SETTLER', 'VENUPHILE']","['ARIDOR', 'ECOLINE']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",12,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'TYCOON']",2,"['116', '111']",1587314484580,NO,BE,"['CERES', 'IO', 'LUNA', 'MIRANDA', 'PLUTO', 'TRITON']",0,-M5IJDHTLiyPS7pU68EG
"['CELEBRITY', 'DESERT SETTLER', 'VENUPHILE']","['ARIDOR', 'ECOLINE']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",12,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'TYCOON']",2,"['116', '111']",1587314571929,NO,BE,"['CERES', 'IO', 'LUNA', 'MIRANDA', 'PLUTO', 'TRITON']",0,-M5IJYbIzElrb9wcAWf2
"['MAGNATE', 'SPACE BARON', 'VENUPHILE']","['SEPTEM TRIBUS', 'HELION']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",11,HELLAS,"['DIVERSIFIER', 'RIM SETTLER', 'HOVERLORD']",2,"['118', '98']",1587320378500,YES,JP,"['CERES', 'ENCELADUS', 'EUROPA', 'PLUTO', 'TRITON']",1,-M5IehDB5O2GOCtezd09
"['CELEBRITY', 'INDUSTRIALIST', 'BENEFACTOR']","['POLYPHEMOS', 'MINING GUILD', 'ECOLINE']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",9,ELYSIUM,"['ECOLOGIST', 'LEGEND', 'HOVERLORD']",3,"['84', '82', '81']",1587321638309,YES,SK,"['CALLISTO', 'GANYMEDE', 'MIRANDA', 'TITAN', 'TRITON']",1,-M5IjVnxP7QYXyBvoctl
"['CELEBRITY', 'INDUSTRIALIST', 'DESERT SETTLER']","['CHEUNG SHING MARS', 'POINT LUNA']",NO,"['CORPORATE', 'PRELUDE', 'COLONIES']",12,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'TYCOON']",2,"['142', '137']",1587331483063,NO,DE,"['CERES', 'ENCELADUS', 'LUNA', 'MIRANDA', 'PLUTO']",1,-M5JK3J3zFPM-byx5sPe
"['SPACE BARON', 'CONTRACTOR']","['SATURN SYSTEMS', 'CHEUNG SHING MARS', 'POINT LUNA']",YES,"['CORPORATE', 'VENUS']",9,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'RIM SETTLER']",3,"['94', '87', '84']",1587333614024,NO,US,,0,-M5JSB_H5__k2xob-PdA
"['LANDLORD', 'MINER']","['TERACTOR', 'MINING GUILD', 'THARSIS REPUBLIC']",YES,['CORPORATE'],10,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",3,"['77', '70', '64']",1587337780447,NO,US,,2,-M5Jh4mVVfLjLmOc-Ha4
"['BANKER', 'SCIENTIST', 'THERMALIST']","['ECOLINE', 'UNMI', 'SATURN SYSTEMS', 'PHOBOLOG']",NO,['CORPORATE'],9,THARSIS,"['TERRAFORMER', 'MAYOR', 'GARDENER']",4,"['77', '67', '55', '54']",1587339728,NO,US,,1,-M5JoWc_1okp6ZKvn3Vx
"['BANKER', 'THERMALIST', 'MINER']","['THARSIS REPUBLIC', 'MINING GUILD', 'ECOLINE']",YES,['CORPORATE'],12,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",3,"['107', '89', '81']",1587342482113,NO,US,,0,-M5Jz0dxrH72ijIzUDUi
"['SCIENTIST', 'THERMALIST', 'MINER']","['INVENTRIX', 'SATURN SYSTEMS', 'HELION', 'CREDICOR']",YES,['CORPORATE'],10,THARSIS,"['TERRAFORMER', 'MAYOR', 'GARDENER']",4,"['68', '66', '65', '47']",1587348334525,NO,US,,0,-M5KKLT9yTZ_vZRHNpua
"['SCIENTIST', 'THERMALIST', 'MINER']","['TERACTOR', 'ECOLINE', 'MINING GUILD', 'INVENTRIX']",YES,['CORPORATE'],12,THARSIS,"['TERRAFORMER', 'GARDENER', 'BUILDER']",4,"['104', '91', '69', '59']",1587349453916,NO,US,,0,-M5KObkLMlHxQw5Hs_bD
"['EXCENTRIC', 'CONTRACTOR', 'VENUPHILE']","['APHRODITE', 'BEGINNER', 'PHOBOLOG']",YES,"['CORPORATE', 'VENUS', 'TURMOIL']",13,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'POLAR EXPLORER']",3,"['110', '82', '81']",1587399165382,NO,CH,,2,-M5NMFICaplIdDKiU2Hb
['SCIENTIST'],"['PHOBOLOG', 'TERACTOR', 'HELION']",YES,['CORPORATE'],10,THARSIS,"['TERRAFORMER', 'MAYOR', 'BUILDER']",3,"['73', '72', '45']",1587406207042,NO,US,,0,-M5Nm6V3a6JKPwyIr8cp
"['SCIENTIST', 'MINER']","['MINING GUILD', 'THORGATE', 'INTERPLAN. CINEMATICS']",YES,['CORPORATE'],10,THARSIS,"['TERRAFORMER', 'MAYOR', 'BUILDER']",3,"['73', '68', '62']",1587406294290,NO,US,,1,-M5NmRnRZdAOfS70GnsP
"['LANDLORD', 'SCIENTIST']","['RECYCLON', 'POINT LUNA']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",10,THARSIS,"['TERRAFORMER', 'GARDENER', 'BUILDER']",2,"['118', '98']",1587411667526,YES,SK,"['CALLISTO', 'ENCELADUS', 'IO', 'MIRANDA', 'PLUTO']",0,-M5O5wadzK9yyW2JOeai
"['SCIENTIST', 'THERMALIST', 'MINER']","['INTERPLAN. CINEMATICS', 'TERACTOR', 'THORGATE']",YES,['CORPORATE'],10,THARSIS,"['TERRAFORMER', 'BUILDER', 'PLANNER']",3,"['89', '75', '53']",1587413332331,NO,US,,0,-M5OCI3cPkR7XB8soPGy
"['LANDLORD', 'BANKER', 'SCIENTIST']","['INTERPLAN. CINEMATICS', 'HELION']",NO,"['CORPORATE', 'PRELUDE']",13,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",2,"['136', '99']",1587413436053,NO,,,0,-M5OCgNKA2FH77KHPGgI
"['LANDLORD', 'BANKER', 'THERMALIST']","['TERACTOR', 'UNMI', 'PHOBOLOG']",YES,['CORPORATE'],11,THARSIS,"['TERRAFORMER', 'MAYOR', 'GARDENER']",3,"['96', '72', '71']",1587416338424,NO,AT,,0,-M5ONkxhjo1NdPmVdK8-
"['BANKER', 'SCIENTIST', 'VENUPHILE']","['HELION', 'UNMI']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",12,THARSIS,"['TERRAFORMER', 'GARDENER', 'PLANNER']",2,"['170', '137']",1587418994490,NO,HU,"['CERES', 'ENCELADUS', 'EUROPA', 'IO', 'LUNA']",0,-M5OXtPG5A5dqY8hxs9y
"['LANDLORD', 'BANKER', 'MINER']","['INVENTRIX', 'THARSIS REPUBLIC', 'TERACTOR', 'CREDICOR', 'INTERPLAN. CINEMATICS']",YES,['CORPORATE'],9,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",5,"['69', '65', '56', '54', '48']",1587426451846,NO,US,,0,-M5OzL42aPl_JVUAMtC2
['THERMALIST'],"['SATURN SYSTEMS', 'TERACTOR', 'HELION']",YES,['CORPORATE'],11,THARSIS,"['TERRAFORMER', 'MAYOR', 'GARDENER']",3,"['98', '72', '62']",1587437660675,NO,US,,1,-M5Pe5b2TCx_Vl9Z6hpK
"['LANDLORD', 'BANKER', 'THERMALIST']","['THORGATE', 'HELION']",YES,['CORPORATE'],15,THARSIS,"['GARDENER', 'BUILDER', 'PLANNER']",2,"['130', '121']",1587442640838,NO,US,,0,-M5Px5SyfEqH68YHbc_T
"['MAGNATE', 'SPACE BARON', 'CONTRACTOR']","['ROBINSON INDUSTRIES', 'TERACTOR']",NO,"['CORPORATE', 'PRELUDE']",14,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'RIM SETTLER']",2,"['128', '119']",1587467120493,NO,NL,,0,-M5RPTvc94wuzbs3cAzE
,"['INVENTRIX', 'VALLEY TRUST']",YES,"['CORPORATE', 'PRELUDE']",9,HELLAS,,2,"['90', '87']",1587485299095,NO,,,0,-M5SUp2a7DcexKCLOeCG
"['LANDLORD', 'BANKER', 'SCIENTIST']","['CELESTIC', 'ARKLIGHT']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",12,THARSIS,"['TERRAFORMER', 'PLANNER', 'HOVERLORD']",2,"['132', '97']",1587489796495,YES,JP,"['EUROPA', 'GANYMEDE', 'LUNA', 'MIRANDA', 'PLUTO']",0,-M5Skz1eZlpHGNsZw-e_
"['SCIENTIST', 'THERMALIST', 'MINER']","['MINING GUILD', 'THORGATE', 'THARSIS REPUBLIC', 'HELION']",NO,"['CORPORATE', 'PRELUDE']",7,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",4,"['71', '57', '54', '52']",1587507846480,NO,DE,,0,-M5Tpp0P71ahzylGW4B3
"['LANDLORD', 'THERMALIST', 'MINER']","['THORGATE', 'INTERPLAN. CINEMATICS', 'UNMI', 'HELION']",YES,['CORPORATE'],12,THARSIS,"['TERRAFORMER', 'GARDENER', 'BUILDER']",4,"['98', '89', '73', '54']",1587526851777,NO,US,,1,-M5UyKltaIw3ePkkaRUf
"['LANDLORD', 'SCIENTIST', 'MINER']","['ECOLINE', 'PHOBOLOG', 'UNMI', 'TERACTOR']",YES,['CORPORATE'],8,THARSIS,"['TERRAFORMER', 'GARDENER', 'PLANNER']",4,"['67', '63', '47', '47']",1587527058744,NO,US,,0,-M5Uz7IkgbqbdVAHqOVL
"['LANDLORD', 'BANKER', 'SCIENTIST']","['POLYPHEMOS', 'PHOBOLOG']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",14,THARSIS,"['TERRAFORMER', 'BUILDER', 'PLANNER']",2,"['171', '150']",1587569457992,NO,DE,"['ENCELADUS', 'IO', 'LUNA', 'MIRANDA', 'PLUTO']",0,-M5XVreZZvIYfv4C9Qla
"['CELEBRITY', 'ESTATE DEALER', 'VENUPHILE']","['CREDICOR', 'LAKEFRONT RESORTS']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",10,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'ECOLOGIST']",2,"['97', '90']",1587578214362,YES,JP,"['CALLISTO', 'CERES', 'ENCELADUS', 'IO', 'MIRANDA']",1,-M5Y1GLx45i3kM_OIybC
"['LANDLORD', 'SCIENTIST', 'MINER']","['INTERPLAN. CINEMATICS', 'HELION']",NO,"['CORPORATE', 'PRELUDE']",13,THARSIS,"['TERRAFORMER', 'MAYOR', 'GARDENER']",2,"['136', '99']",1587585984152,NO,,,0,-M5YUuNO4kPxaPSglTs6
"['SPACE BARON', 'EXCENTRIC', 'CONTRACTOR']","['INTERPLAN. CINEMATICS', 'POINT LUNA', 'VITOR']",NO,"['CORPORATE', 'PRELUDE']",11,HELLAS,"['DIVERSIFIER', 'POLAR EXPLORER', 'ENERGIZER']",3,"['103', '100', '97']",1587586065703,NO,,,2,-M5YVDHSrUOA_QX41dun
"['LANDLORD', 'SCIENTIST']","['SATURN SYSTEMS', 'INVENTRIX', 'TERACTOR']",YES,['CORPORATE'],11,THARSIS,"['TERRAFORMER', 'GARDENER', 'PLANNER']",3,"['81', '61', '60']",1587586521892,NO,US,,0,-M5YWxfa7VcPtJviyhNV
,"['ROBINSON INDUSTRIES', 'THORGATE']",YES,"['CORPORATE', 'PRELUDE']",7,THARSIS,,2,"['88', '86']",1587591554502,NO,,,0,-M5Yp9JOWkFTNYvFYMJI
,"['ARKLIGHT', 'CHEUNG SHING MARS']",YES,"['CORPORATE', 'PRELUDE']",11,ELYSIUM,,2,"['128', '124']",1587603450969,NO,,,1,-M5ZXXiEQBaKUkzKCrWu
"['THERMALIST', 'MINER']","['MINING GUILD', 'THARSIS REPUBLIC', 'UNMI']",YES,['CORPORATE'],12,THARSIS,"['MAYOR', 'BUILDER', 'PLANNER']",3,"['86', '75', '71']",1587616057004,NO,US,,1,-M5_HcOZZGsFNIIxu5fX
"['BANKER', 'SCIENTIST', 'THERMALIST']","['PHOBOLOG', 'TERACTOR', 'SATURN SYSTEMS']",YES,,13,THARSIS,"['MAYOR', 'BUILDER', 'PLANNER']",3,"['108', '95', '94']",1587616356764,NO,US,,0,-M5_IlZ8nEf1cbYL3HfF
,"['THARSIS REPUBLIC', 'UNMI', 'PHOBOLOG', 'THORGATE']",NO,,12,THARSIS,,4,"['106', '100', '94', '86']",1587619826311,NO,CA,,2,-M5_W-cFw4E36Sm9SNIE
"['LANDLORD', 'SCIENTIST']","['MANUTECH', 'THARSIS REPUBLIC', 'CHEUNG SHING MARS']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",9,THARSIS,"['MAYOR', 'GARDENER', 'PLANNER']",3,"['88', '75', '59']",1587654192116,YES,NL,"['GANYMEDE', 'LUNA', 'MIRANDA', 'PLUTO', 'TRITON']",0,-M5bZ5hEajnMgop8y77N
"['CELEBRITY', 'DESERT SETTLER', 'ESTATE DEALER']","['ROBINSON INDUSTRIES', 'INVENTRIX']",NO,"['CORPORATE', 'PRELUDE']",14,ELYSIUM,"['SPECIALIST', 'TYCOON', 'LEGEND']",2,"['136', '97']",1587671338538,NO,,,0,-M5c_VqSxlv6qq8tLDCz
,"['PHOBOLOG', 'MANUTECH']",YES,"['CORPORATE', 'PRELUDE']",11,ELYSIUM,,2,"['109', '66']",1587675257788,NO,,,0,-M5coSgGVGjb-XO1prkq
"['BANKER', 'SCIENTIST', 'MINER']","['PHOBOLOG', 'CREDICOR', 'TERACTOR']",YES,['CORPORATE'],13,THARSIS,"['MAYOR', 'BUILDER', 'PLANNER']",3,"['131', '101', '96']",1587675320478,NO,HU,,2,-M5cogznSO65RYh1_ldB
"['LANDLORD', 'BANKER', 'VENUPHILE']","['LAKEFRONT RESORTS', 'RECYCLON', 'APHRODITE']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",8,THARSIS,"['MAYOR', 'GARDENER', 'HOVERLORD']",3,"['80', '72', '65']",1587678762052,YES,DE,"['CALLISTO', 'EUROPA', 'IO', 'LUNA', 'MIRANDA']",2,-M5d0pDGuvlio6Ee2TJP
"['LANDLORD', 'THERMALIST', 'MINER']","['SATURN SYSTEMS', 'UNMI', 'INVENTRIX', 'THORGATE']",YES,['CORPORATE'],11,THARSIS,"['TERRAFORMER', 'MAYOR', 'BUILDER']",4,"['88', '83', '68', '63']",1587682880970,NO,US,,1,-M5dGXq6TkKdS1SPyDjF
"['SCIENTIST', 'THERMALIST', 'MINER']","['THORGATE', 'TERACTOR']",YES,"['CORPORATE', 'PRELUDE', 'COLONIES']",11,THARSIS,"['TERRAFORMER', 'MAYOR', 'GARDENER']",2,"['129', '93']",1587752965033,NO,,"['CALLISTO', 'CERES', 'ENCELADUS', 'PLUTO', 'TITAN']",0,-M5hRtAp7a1W-J1eboJX
"['EXCENTRIC', 'CONTRACTOR']","['UTOPIA', 'THARSIS REPUBLIC', 'VITOR']",YES,"['CORPORATE', 'PRELUDE', 'COLONIES', 'TURMOIL']",10,HELLAS,"['DIVERSIFIER', 'POLAR EXPLORER', 'RIM SETTLER']",3,"['89', '88', '82']",1587757966305,YES,NL,"['CALLISTO', 'LUNA', 'MIRANDA', 'PLUTO', 'TITAN']",1,-M5hjy7uuJxr8J3461pP
"['LANDLORD', 'THERMALIST', 'MINER']","['HELION', 'SATURN SYSTEMS', 'INVENTRIX']",YES,['CORPORATE'],12,THARSIS,"['TERRAFORMER', 'MAYOR', 'GARDENER']",3,"['99', '87', '73']",1587761817817,NO,US,,0,-M5hyeXOOYOkO79yKHbg
"['LANDLORD', 'BANKER', 'SCIENTIST']","['TERALABS', 'HELION']",YES,"['CORPORATE', 'PRELUDE', 'TURMOIL']",12,THARSIS,"['TERRAFORMER', 'MAYOR', 'GARDENER']",2,"['111', '84']",1587771002321,NO,,,0,-M5iWgml6vRR9-DEK42s
"['LANDLORD', 'SCIENTIST', 'THERMALIST']","['MINING GUILD', 'UNMI', 'INVENTRIX']",NO,,13,THARSIS,"['TERRAFORMER', 'BUILDER', 'PLANNER']",3,"['104', '102', '95']",1587797020714,NO,US,,0,-M5k3wyuZ-fDig60rLS-
"['THERMALIST', 'MINER']","['TERACTOR', 'THARSIS REPUBLIC', 'HELION', 'PHOBOLOG']",YES,['CORPORATE'],10,THARSIS,"['TERRAFORMER', 'MAYOR', 'GARDENER']",4,"['73', '73', '56', '56']",1587797851012,NO,US,,0,-M5k76h0Ax9UlB475lH5
"['CULTIVATOR', 'MAGNATE', 'VENUPHILE']","['POINT LUNA', 'ECOLINE']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",11,HELLAS,"['TACTICIAN', 'ENERGIZER', 'RIM SETTLER']",2,"['116', '97']",1587812264684,YES,JP,"['CALLISTO', 'ENCELADUS', 'GANYMEDE', 'IO', 'LUNA']",1,-M5kz5crQYJUiEIFVqEn
"['EXCENTRIC', 'CONTRACTOR', 'VENUPHILE']","['CELESTIC', 'VALLEY TRUST', 'HELION']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",9,HELLAS,"['DIVERSIFIER', 'RIM SETTLER', 'HOVERLORD']",3,"['82', '81', '73']",1587814170519,YES,BY,"['CALLISTO', 'CERES', 'PLUTO', 'TITAN', 'TRITON']",0,-M5l5Mw3RiVyFrcg5dhm
,"['MANUTECH', 'MONS INSURANCE']",NO,,4,THARSIS,,2,"['20', '20']",1587818538207,NO,PL,,0,-M5lM1GCAWVEaJS8f2gi
"['CULTIVATOR', 'EXCENTRIC']","['POINT LUNA', 'CREDICOR']",NO,"['CORPORATE', 'PRELUDE', 'COLONIES']",11,HELLAS,"['DIVERSIFIER', 'ENERGIZER', 'RIM SETTLER']",2,"['122', '103']",1587825559896,NO,DE,"['CALLISTO', 'ENCELADUS', 'EUROPA', 'IO', 'PLUTO']",1,-M5lloWJVQbPnr1DiGnq
"['ESTATE DEALER', 'BENEFACTOR', 'VENUPHILE']","['VIRON', 'POSEIDON']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",10,ELYSIUM,"['SPECIALIST', 'LEGEND', 'HOVERLORD']",2,"['111', '85']",1587829346750,YES,JP,"['ENCELADUS', 'EUROPA', 'GANYMEDE', 'IO', 'LUNA']",0,-M5m-G0vjY3mPQF_SITB
"['CULTIVATOR', 'SPACE BARON', 'EXCENTRIC']","['MONS INSURANCE', 'VALLEY TRUST']",YES,"['CORPORATE', 'PRELUDE', 'COLONIES']",11,HELLAS,"['TACTICIAN', 'POLAR EXPLORER', 'RIM SETTLER']",2,"['116', '97']",1587835443866,NO,FR,"['CERES', 'ENCELADUS', 'GANYMEDE', 'PLUTO', 'TRITON']",1,-M5mMWbZ7Sn_GQceMOcq
"['CELEBRITY', 'INDUSTRIALIST', 'ESTATE DEALER']","['PHOBOLOG', 'VALLEY TRUST']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",14,ELYSIUM,"['GENERALIST', 'ECOLOGIST', 'HOVERLORD']",2,"['128', '101']",1587836680299,NO,US,"['ENCELADUS', 'EUROPA', 'MIRANDA', 'TITAN', 'TRITON']",0,-M5mREVWiDCPXFQ9bZy-
